Customer_ID,Name,Gender,Age,City,Purchase_Amount,Purchase_Date,Age_Group
C0747,Vivaan,Male,28.0,Bangalore,6066.42,2025-11-20,Adult
C0748,Kavya,Female,41.0,Bangalore,8381.52,2025-05-23,Senior
C0749,Rohan,Female,59.0,Hyderabad,13643.85,2025-07-16,Senior
C0750,Rahul,Female,30.0,Mumbai,9551.45,2025-12-16,Adult
C0751,Rahul,Male,36.0,Pune,2195.02,2025-02-03,Adult
C0752,Kavya,Male,41.3374613003096,Mumbai,14127.57,2025-05-07,Senior
C0753,Aarav,Male,54.0,Hyderabad,9601.77,2025-07-19,Senior
C0754,Kavya,Male,18.0,Pune,5356.13,2025-11-26,Young
C0755,Vivaan,Female,19.0,Kolkata,2519.45,2025-03-03,Young
C0756,Rahul,Female,25.0,Pune,12013.37,2025-10-29,Adult
C0757,Aarav,Male,41.3374613003096,Kolkata,9491.05,2025-02-02,Senior
C0758,Sneha,Female,18.0,Kolkata,8235.19,2025-05-12,Young
C0759,Rahul,Female,42.0,Chennai,13461.44,2025-09-08,Senior
C0760,Aarav,Male,48.0,Kolkata,11934.66,2025-04-12,Senior
C0761,Ananya,Male,33.0,Bangalore,100000.0,2025-02-25,Adult
C0762,Rahul,Male,57.0,Chennai,5019.97,2025-04-05,Senior
C0763,Ananya,Female,65.0,Mumbai,4103.09,2025-08-23,Senior
C0764,Rohan,Female,60.0,Hyderabad,11287.22,2025-12-31,Senior
C0765,Vivaan,Female,40.0,Mumbai,986.22,2025-03-12,Senior
C0766,Rahul,Male,47.0,Kolkata,8763.4,2025-09-14,Senior
C0767,Rohan,Female,27.0,Chennai,11555.65,2025-04-27,Adult
C0768,Ananya,Male,21.0,Pune,13213.1,2025-08-11,Young
C0769,Diya,Female,57.0,Delhi,5460.19,2025-08-18,Senior
C0770,Ananya,Male,52.0,Mumbai,12408.23,2025-11-02,Senior
C0771,Diya,Male,25.0,Bangalore,2104.16,2025-08-10,Adult
C0772,Sneha,Male,42.0,Hyderabad,12773.56,2025-12-22,Senior
C0773,Rahul,Male,44.0,Bangalore,2348.59,2025-01-14,Senior
C0774,Kavya,Female,27.0,,7799.55,2025-04-02,Adult
C0775,Kavya,Male,55.0,Pune,12060.78,2025-05-22,Senior
C0776,Diya,Male,62.0,Kolkata,2673.8,2025-06-22,Senior
C0777,Rohan,Male,22.0,,7799.55,2025-10-21,Young
C0778,Aditya,Male,57.0,Chennai,10972.66,2025-04-11,Senior
C0779,Aarav,Female,30.0,Kolkata,10940.53,2025-07-01,Adult
C0780,Diya,Male,41.0,Hyderabad,9796.64,2025-11-04,Senior
C0781,Sneha,Female,44.0,Kolkata,10562.25,2025-02-02,Senior
C0782,Diya,Female,34.0,,8369.5,2025-10-26,Adult
C0783,Aarav,Male,56.0,Pune,7799.55,2025-12-05,Senior
C0784,Rohan,Female,54.0,Hyderabad,5512.59,2025-11-08,Senior
C0785,Diya,Male,18.0,Hyderabad,3133.17,2025-01-05,Young
C0786,Kavya,Male,28.0,Kolkata,13672.53,2025-05-30,Adult
C0787,Aditya,Male,56.0,Bangalore,8959.18,2025-07-08,Senior
C0788,Priya,Female,52.0,Mumbai,6312.35,2025-03-22,Senior
C0789,Sneha,Male,65.0,Hyderabad,7199.08,2025-06-10,Senior
C0790,Diya,Female,25.0,Chennai,14235.61,2025-10-30,Adult
C0791,Ananya,Female,24.0,Chennai,2723.6,2025-07-22,Young
C0792,Vivaan,Male,29.0,,9000.33,2025-10-10,Adult
C0793,Aditya,Male,44.0,Pune,7835.39,2025-04-23,Senior
C0794,Aarav,Male,39.0,Mumbai,9366.09,2025-03-10,Adult
C0795,Priya,Male,33.0,Chennai,762.6,2025-12-10,Adult
C0796,Rohan,Male,43.0,Bangalore,13145.8,2025-02-27,Senior
C0797,Vivaan,Male,45.0,Chennai,14015.72,2025-02-19,Senior
C0798,Rohan,Female,34.0,Chennai,8694.43,2025-10-28,Adult
C0799,Rahul,Male,41.3374613003096,Delhi,10601.44,2025-10-03,Senior
C0800,Ananya,Female,42.0,Delhi,13876.24,2025-08-18,Senior
C0801,Priya,Male,49.0,Mumbai,10754.96,2025-06-12,Senior
C0802,Ananya,Female,50.0,Mumbai,2711.82,2025-11-22,Senior
C0803,Priya,Female,55.0,Bangalore,8856.18,2025-12-11,Senior
C0804,Rahul,Female,50.0,,9297.37,2025-03-26,Senior
C0805,Kavya,Male,52.0,Pune,6649.89,2025-08-18,Senior
C0806,Vivaan,Female,22.0,Pune,11178.44,2025-07-19,Young
C0807,Aarav,Female,47.0,Chennai,14048.32,2025-08-15,Senior
C0808,Diya,Female,39.0,Hyderabad,13920.74,2025-12-26,Adult
C0809,Vivaan,Female,57.0,Hyderabad,7037.17,2025-03-01,Senior
C0810,Diya,Male,41.3374613003096,Kolkata,2141.95,2025-11-03,Senior
C0811,Priya,Male,51.0,Mumbai,14780.2,2025-05-28,Senior
C0812,Vivaan,Male,29.0,Chennai,12664.02,2025-11-11,Adult
C0813,Diya,Female,52.0,Delhi,2307.61,2025-02-21,Senior
C0814,Aditya,Female,19.0,Pune,13852.21,2025-12-05,Young
C0815,Priya,Male,34.0,,13113.5,2025-11-15,Adult
C0816,Rohan,Female,61.0,Kolkata,8023.15,2025-09-08,Senior
C0817,Priya,Female,62.0,Mumbai,9073.49,2025-12-19,Senior
C0818,Diya,Male,40.0,Pune,6285.54,2025-07-17,Senior
C0819,Rahul,Female,46.0,Kolkata,1294.04,2025-06-22,Senior
C0820,Rahul,Male,29.0,Delhi,100000.0,2025-05-21,Adult
C0821,Aarav,Female,44.0,Delhi,12141.38,2025-01-24,Senior
C0822,Vivaan,Male,22.0,Mumbai,567.16,2025-02-12,Young
C0823,Aarav,Male,18.0,Chennai,5335.74,2025-09-30,Young
C0824,Priya,Male,62.0,Kolkata,6273.45,2025-10-28,Senior
C0825,Ananya,Female,28.0,Mumbai,8292.24,2025-01-25,Adult
C0826,Diya,Female,46.0,Bangalore,13837.91,2025-12-12,Senior
C0827,Aarav,Male,35.0,Mumbai,100000.0,2025-08-06,Adult
C0828,Aarav,Male,37.0,Mumbai,5530.82,2025-09-16,Adult
C0829,Vivaan,Male,23.0,Bangalore,11193.77,2025-08-22,Young
C0830,Aarav,Male,47.0,Kolkata,7057.16,2025-10-02,Senior
C0831,Sneha,Female,53.0,Kolkata,3756.77,2025-10-04,Senior
C0832,Aditya,Female,41.3374613003096,Kolkata,7060.37,2025-01-14,Senior
C0833,Priya,Female,41.3374613003096,Pune,2542.43,2025-06-28,Senior
C0834,Rohan,Female,35.0,Pune,3057.61,2025-11-03,Adult
C0835,Rahul,Male,60.0,Chennai,7726.33,2025-02-18,Senior
C0836,Aarav,Female,40.0,Chennai,6574.42,2025-09-20,Senior
C0837,Aditya,Female,51.0,Mumbai,13765.27,2025-01-14,Senior
C0838,Priya,Male,55.0,Hyderabad,7799.55,2025-07-10,Senior
C0839,Rahul,Female,49.0,Chennai,8918.53,2025-09-15,Senior
C0840,Kavya,Male,42.0,Hyderabad,9667.83,2025-06-04,Senior
C0841,Vivaan,Female,54.0,Mumbai,689.87,2025-12-29,Senior
C0842,Vivaan,Female,30.0,Kolkata,10121.29,2025-09-03,Adult
C0843,Sneha,Male,42.0,Kolkata,3081.52,2025-03-16,Senior
C0844,Rohan,Male,50.0,Pune,14435.52,2025-12-08,Senior
C0845,Diya,Female,37.0,Bangalore,2655.61,2025-02-12,Adult
C0846,Sneha,Female,61.0,Delhi,6512.05,2025-03-21,Senior
C0847,Rahul,Male,31.0,Pune,1737.57,2025-12-26,Adult
C0848,Diya,Male,61.0,,14954.68,2025-03-09,Senior
C0849,Diya,Male,32.0,Kolkata,7781.83,2025-04-08,Adult
C0850,Kavya,Female,31.0,Pune,9133.08,2025-12-09,Adult
C0851,Sneha,Male,25.0,Chennai,1472.61,2025-04-21,Adult
C0852,Aarav,Male,28.0,Bangalore,11374.43,2025-03-21,Adult
C0853,Sneha,Male,39.0,Kolkata,3543.63,2025-02-08,Adult
C0854,Kavya,Female,48.0,Mumbai,13521.79,2025-11-24,Senior
C0855,Sneha,Male,45.0,Hyderabad,3474.52,2025-08-09,Senior
C0856,Ananya,Female,61.0,Kolkata,3264.97,2025-06-09,Senior
C0857,Kavya,Male,21.0,Mumbai,1029.97,2025-05-20,Young
C0858,Kavya,Female,27.0,Mumbai,7344.97,2025-12-26,Adult
C0859,Priya,Female,47.0,Chennai,8690.2,2025-12-08,Senior
C0860,Rohan,Male,31.0,Delhi,1452.78,2025-08-13,Adult
C0861,Ananya,Female,54.0,Pune,7799.55,2025-10-10,Senior
C0862,Vivaan,Male,39.0,Kolkata,7072.69,2025-03-15,Adult
C0863,Rahul,Female,41.3374613003096,Hyderabad,8103.66,2025-07-13,Senior
C0864,Rahul,Male,18.0,Delhi,6891.06,2025-11-30,Young
C0865,Aarav,Female,57.0,Bangalore,6311.06,2025-05-15,Senior
C0866,Sneha,Male,54.0,Pune,8614.78,2025-05-24,Senior
C0867,Priya,Male,44.0,Kolkata,2750.98,2025-08-25,Senior
C0868,Aarav,Female,42.0,Pune,3137.96,2025-09-24,Senior
C0869,Vivaan,Female,27.0,Delhi,12995.89,2025-05-04,Adult
C0870,Sneha,Female,32.0,Kolkata,14218.67,2025-08-19,Adult
C0871,Ananya,Female,60.0,Mumbai,5912.99,2025-08-24,Senior
C0872,Ananya,Female,41.3374613003096,Hyderabad,4425.8,2025-12-23,Senior
C0873,Rohan,Female,41.3374613003096,Pune,9837.99,2025-01-09,Senior
C0874,Priya,Female,27.0,Hyderabad,7799.55,2025-07-27,Adult
C0875,Sneha,Female,34.0,Chennai,7799.55,2025-09-02,Adult
C0876,Sneha,Male,39.0,,2764.21,2025-01-14,Adult
C0877,Aarav,Male,35.0,Pune,10881.6,2025-07-20,Adult
C0878,Diya,Female,22.0,Mumbai,10054.4,2025-12-01,Young
C0879,Sneha,Male,28.0,Delhi,892.89,2025-01-07,Adult
C0880,Priya,Male,35.0,Pune,7799.55,2025-01-15,Adult
C0881,Rohan,Male,63.0,Pune,7799.55,2025-09-09,Senior
C0882,Aarav,Female,44.0,Kolkata,7799.55,2025-08-23,Senior
C0883,Aditya,Male,26.0,Bangalore,785.8,2025-09-18,Adult
C0884,Sneha,Female,48.0,Kolkata,7799.55,2025-06-05,Senior
C0885,Aarav,Female,44.0,Mumbai,12098.78,2025-02-20,Senior
C0886,Ananya,Male,48.0,Chennai,3088.9,2025-06-09,Senior
C0887,Aarav,Female,27.0,Mumbai,9964.82,2025-09-21,Adult
C0888,Ananya,Female,21.0,Chennai,3953.65,2025-04-30,Young
C0889,Diya,Female,58.0,Hyderabad,1941.9,2025-05-01,Senior
C0890,Rohan,Female,18.0,Mumbai,4026.0,2025-05-14,Young
C0891,Vivaan,Female,39.0,Chennai,10972.87,2025-01-01,Adult
C0892,Priya,Male,29.0,Kolkata,12907.6,2025-07-24,Adult
C0893,Rohan,Male,38.0,Chennai,12538.19,2025-07-08,Adult
C0894,Aarav,Female,47.0,Hyderabad,6259.16,2025-11-26,Senior
C0895,Aarav,Male,58.0,Hyderabad,10187.23,2025-03-10,Senior
C0896,Kavya,Female,52.0,Chennai,3472.27,2025-03-04,Senior
C0897,Sneha,Female,28.0,Kolkata,4750.64,2025-03-23,Adult
C0898,Priya,Male,51.0,Bangalore,13496.87,2025-02-14,Senior
C0899,Sneha,Male,51.0,Hyderabad,688.53,2025-07-19,Senior
C0900,Diya,Female,38.0,Hyderabad,1739.87,2025-05-14,Adult
C0901,Vivaan,Male,42.0,Bangalore,3514.35,2025-01-21,Senior
C0902,Aditya,Male,45.0,Mumbai,884.72,2025-05-09,Senior
C0903,Rahul,Female,40.0,Hyderabad,3130.81,2025-04-23,Senior
C0904,Rahul,Female,64.0,Pune,8954.1,2025-04-15,Senior
C0905,Ananya,Male,55.0,Pune,6610.66,2025-01-25,Senior
C0906,Priya,Male,53.0,Pune,13443.74,2025-04-07,Senior
C0907,Aditya,Female,48.0,,12352.93,2025-09-20,Senior
C0908,Aarav,Female,28.0,Bangalore,5456.35,2025-05-12,Adult
C0909,Priya,Female,18.0,Hyderabad,4261.64,2025-11-06,Young
C0910,Aarav,Female,61.0,Delhi,6005.54,2025-06-23,Senior
C0911,Rahul,Female,34.0,Mumbai,9059.28,2025-12-05,Adult
C0912,Vivaan,Male,28.0,Pune,4386.92,2025-07-07,Adult
C0913,Rahul,Female,35.0,Chennai,9550.16,2025-04-13,Adult
C0914,Vivaan,Male,55.0,Hyderabad,6436.47,2025-08-11,Senior
C0915,Ananya,Female,43.0,Hyderabad,8504.68,2025-10-19,Senior
C0916,Sneha,Male,24.0,Chennai,6823.83,2025-05-18,Young
C0917,Priya,Male,22.0,Pune,4769.75,2025-01-25,Young
C0918,Sneha,Male,23.0,Mumbai,14252.57,2025-04-28,Young
C0919,Vivaan,Female,55.0,,11572.28,2025-12-23,Senior
C0920,Sneha,Male,42.0,Kolkata,2531.64,2025-10-06,Senior
C0921,Priya,Female,35.0,Chennai,13092.79,2025-05-30,Adult
C0922,Sneha,Female,27.0,Hyderabad,7567.75,2025-10-04,Adult
C0923,Rahul,Male,39.0,Bangalore,13471.01,2025-07-17,Adult
C0924,Diya,Male,28.0,Mumbai,12097.9,2025-11-14,Adult
C0925,Rahul,Male,51.0,Hyderabad,6665.6,2025-11-28,Senior
C0926,Ananya,Male,30.0,Hyderabad,825.8,2025-09-12,Adult
C0927,Diya,Male,41.0,Bangalore,4395.82,2025-04-04,Senior
C0928,Kavya,Male,41.3374613003096,Bangalore,8353.7,2025-10-31,Senior
C0929,Rohan,Female,52.0,Chennai,9685.43,2025-05-28,Senior
C0930,Rahul,Female,55.0,Bangalore,4239.37,2025-08-15,Senior
C0931,Rohan,Male,20.0,Pune,2520.66,2025-06-17,Young
C0932,Diya,Male,22.0,Bangalore,12606.49,2025-12-26,Young
C0933,Diya,Female,50.0,Hyderabad,7799.55,2025-10-30,Senior
C0934,Kavya,Male,20.0,Bangalore,8122.51,2025-07-15,Young
C0935,Diya,Female,59.0,Pune,2989.35,2025-10-15,Senior
C0936,Sneha,Female,55.0,Kolkata,4448.46,2025-01-26,Senior
C0937,Ananya,Male,38.0,Bangalore,766.66,2025-06-08,Adult
C0938,Vivaan,Male,44.0,Delhi,13757.33,2025-03-11,Senior
C0939,Rohan,Female,30.0,Hyderabad,2207.39,2025-05-10,Adult
C0940,Priya,Female,32.0,Bangalore,8859.49,2025-03-30,Adult
C0941,Aditya,Male,24.0,Delhi,4473.8,2025-02-21,Young
C0942,Sneha,Female,48.0,,8535.58,2025-10-31,Senior
C0943,Rahul,Male,40.0,Bangalore,9945.6,2025-09-16,Senior
C0944,Aarav,Female,51.0,Hyderabad,12531.26,2025-08-17,Senior
C0945,Priya,Male,57.0,Hyderabad,3493.11,2025-07-27,Senior
C0946,Priya,Female,64.0,Hyderabad,659.44,2025-03-05,Senior
C0947,Aarav,Female,43.0,Chennai,2484.84,2025-02-05,Senior
C0948,Ananya,Male,60.0,Delhi,13550.27,2025-02-24,Senior
C0949,Priya,Male,56.0,Hyderabad,13171.41,2025-11-21,Senior
C0950,Kavya,Male,49.0,Mumbai,9162.49,2025-01-31,Senior
C0951,Aarav,Male,22.0,Chennai,9207.49,2025-07-15,Young
C0952,Aditya,Female,53.0,Delhi,10143.03,2025-02-09,Senior
C0953,Aditya,Male,49.0,Bangalore,3042.88,2025-03-16,Senior
C0954,Diya,Male,50.0,Hyderabad,13758.97,2025-12-11,Senior
C0955,Rohan,Female,36.0,Delhi,6572.17,2025-05-03,Adult
C0956,Vivaan,Male,45.0,Hyderabad,6055.51,2025-10-24,Senior
C0957,Ananya,Male,23.0,Hyderabad,7799.55,2025-08-17,Young
C0958,Rahul,Female,44.0,Mumbai,1181.01,2025-08-27,Senior
C0959,Rohan,Female,60.0,Bangalore,2911.11,2025-08-25,Senior
C0960,Diya,Female,25.0,Mumbai,11201.49,2025-10-19,Adult
C0961,Aarav,Female,48.0,Hyderabad,1700.58,2025-02-02,Senior
C0962,Kavya,Male,25.0,Chennai,9245.71,2025-07-25,Adult
C0963,Diya,Female,64.0,Chennai,4057.56,2025-09-09,Senior
C0964,Kavya,Male,57.0,Delhi,6144.79,2025-04-18,Senior
C0965,Ananya,Male,24.0,Kolkata,4686.06,2025-04-01,Young
C0966,Aditya,Female,23.0,Chennai,5657.25,2025-05-03,Young
C0967,Rahul,Female,33.0,Delhi,10926.17,2025-03-19,Adult
C0968,Aditya,Female,34.0,,4808.26,2025-07-26,Adult
C0969,Vivaan,Female,32.0,Mumbai,100000.0,2025-10-30,Adult
C0970,Diya,Female,31.0,Bangalore,7402.73,2025-03-29,Adult
C0971,Aditya,Female,58.0,Pune,10123.23,2025-04-01,Senior
C0972,Rahul,Male,35.0,Mumbai,14084.03,2025-05-28,Adult
C0973,Priya,Female,62.0,Pune,11122.3,2025-12-12,Senior
C0974,Sneha,Male,57.0,,3616.64,2025-10-07,Senior
C0975,Aarav,Female,23.0,Mumbai,952.16,2025-06-07,Young
C0976,Aditya,Female,58.0,Kolkata,7799.55,2025-06-03,Senior
C0977,Aditya,Male,47.0,Delhi,9128.63,2025-05-21,Senior
C0978,Aditya,Male,27.0,Chennai,1245.67,2025-11-26,Adult
C0979,Aditya,Female,35.0,Hyderabad,100000.0,2025-08-11,Adult
C0980,Aditya,Female,50.0,Delhi,9154.22,2025-02-07,Senior
C0981,Priya,Male,52.0,Mumbai,5346.54,2025-05-05,Senior
C0982,Vivaan,Female,46.0,Chennai,7799.55,2025-06-09,Senior
C0983,Sneha,Female,64.0,Hyderabad,2045.67,2025-09-04,Senior
C0984,Rahul,Female,61.0,Delhi,1589.5,2025-10-30,Senior
C0985,Aditya,Female,26.0,Chennai,11058.74,2025-08-16,Adult
C0986,Vivaan,Female,55.0,Mumbai,7684.62,2025-11-12,Senior
C0987,Diya,Female,43.0,Hyderabad,10481.83,2025-10-11,Senior
C0988,Aarav,Male,53.0,Pune,6805.0,2025-07-12,Senior
C0989,Kavya,Female,44.0,Delhi,4072.83,2025-03-26,Senior
C0990,Aditya,Male,43.0,Hyderabad,12376.98,2025-06-14,Senior
C0991,Aarav,Female,25.0,Bangalore,12091.53,2025-05-23,Adult
C0992,Rahul,Female,41.0,Hyderabad,10573.1,2025-12-10,Senior
C0993,Rohan,Male,41.3374613003096,Pune,4446.1,2025-05-21,Senior
C0994,Rohan,Female,26.0,Chennai,9058.34,2025-01-24,Adult
C0995,Aditya,Male,41.3374613003096,Mumbai,5734.12,2025-01-17,Senior
C0996,Priya,Male,22.0,Delhi,1827.94,2025-07-20,Young
C0997,Rohan,Male,65.0,Pune,13801.05,2025-11-29,Senior
C0998,Rohan,Male,56.0,Delhi,2483.87,2025-06-22,Senior
C0999,Aditya,Female,47.0,Hyderabad,14278.44,2025-04-19,Senior
C1000,Kavya,Female,28.0,Chennai,6967.08,2025-10-05,Adult
